id,user_pattern,departure_station,arrival_station,arrival_day,arrival_time,purchase_day,service,service_departure_time,service_arrival_time,seat,price,utility,best_service,best_seat,best_utility
7438,Tourist,60000,71801,2023-09-06,15.712855070824823,9,03191_06-09-2023-19.00,19,22.583333333333332,Básico,107.35,48.49375,03211_06-09-2023-21.10,Básico,51.44583333333333
7439,Tourist,60000,71801,2023-09-06,5.00739353689317,10,06309_06-09-2023-19.30,19.5,23.85,Básico,39,49.868125,03211_06-09-2023-21.10,Básico,51.44583333333333
744,Student,60000,04040,2023-09-06,19.365022451229386,3,03143_06-09-2023-14.30,14.5,18.416666666666668,Básico,36.8,25.86640625,03143_06-09-2023-14.30,Básico,25.86640625
7440,Student,60000,71801,2023-09-06,20.771388504866515,2,03151_06-09-2023-15.00,15,17.483333333333334,Elige,80.5,26.0203125,03151_06-09-2023-15.00,Básico,26.0203125
7441,Business,60000,71801,2023-09-06,6.879084693385373,4,,,,,,,03063_06-09-2023-06.30,Premium,100
7442,Business,60000,71801,2023-09-06,8.046800906362822,4,,,,,,,03063_06-09-2023-06.30,Premium,100
7443,Business,60000,71801,2023-09-06,9.55888007940048,2,,,,,,,03063_06-09-2023-06.30,Premium,100
7444,Tourist,60000,71801,2023-09-06,14.781578702259601,3,03173_06-09-2023-17.30,17.5,20.7,Básico,68.2,46.01875,03211_06-09-2023-21.10,Básico,51.44583333333333
7445,Tourist,60000,71801,2023-09-06,17.43488851464003,4,06307_06-09-2023-18.00,18,20.5,Básico,39,46.3,03211_06-09-2023-21.10,Básico,51.44583333333333
7446,Business,60000,71801,2023-09-06,8.080403778469163,4,,,,,,,03063_06-09-2023-06.30,Premium,100
7447,Business,60000,71801,2023-09-06,8.37258899945909,5,03081_06-09-2023-08.00,8,10.5,Básico,46.95,79,03063_06-09-2023-06.30,Premium,100
7448,Student,60000,71801,2023-09-06,20.859642914346555,1,03161_06-09-2023-16.00,16,18.5,Básico,46.95,25.51875,03151_06-09-2023-15.00,Básico,26.0203125
7449,Business,60000,71801,2023-09-06,7.260685228863611,6,03083_06-09-2023-08.30,8.5,11.25,Básico,56.85,81.2,03063_06-09-2023-06.30,Premium,100
745,Business,60000,04040,2023-09-06,8.119755667956976,3,,,,,,,03073_06-09-2023-07.30,Básico,98.6
7450,Tourist,60000,71801,2023-09-06,16.016687664751462,12,03203_06-09-2023-20.40,20.666666666666668,23.916666666666668,Básico,22.75,51.13333333333334,03211_06-09-2023-21.10,Básico,51.44583333333333
7451,Business,60000,71801,2023-09-06,6.486965780692096,6,03083_06-09-2023-08.30,8.5,11.25,Básico,56.85,81.2,03063_06-09-2023-06.30,Premium,100
7452,Tourist,60000,71801,2023-09-06,5.83365608661102,13,03211_06-09-2023-21.10,21.166666666666668,23.666666666666668,Básico,34.1,51.44583333333333,03211_06-09-2023-21.10,Básico,51.44583333333333
7453,Business,60000,71801,2023-09-06,6.584366266815938,6,03083_06-09-2023-08.30,8.5,11.25,Básico,56.85,81.2,03063_06-09-2023-06.30,Premium,100
7454,Tourist,60000,71801,2023-09-06,14.97637148364723,4,06307_06-09-2023-18.00,18,20.5,Básico,39,46.3,03211_06-09-2023-21.10,Básico,51.44583333333333
7455,Tourist,60000,71801,2023-09-06,18.09389489673649,13,03211_06-09-2023-21.10,21.166666666666668,23.666666666666668,Básico,34.1,51.44583333333333,03211_06-09-2023-21.10,Básico,51.44583333333333
7456,Tourist,60000,71801,2023-09-06,16.580863357494085,1,03163_06-09-2023-16.30,16.5,20.466666666666665,Básico,79.6,45.1025,03211_06-09-2023-21.10,Básico,51.44583333333333
7457,Business,60000,71801,2023-09-06,10.300498940200127,2,,,,,,,03063_06-09-2023-06.30,Premium,100
7458,Business,60000,71801,2023-09-06,8.691628236795983,4,,,,,,,03063_06-09-2023-06.30,Premium,100
7459,Business,60000,71801,2023-09-06,8.161994332875862,2,,,,,,,03063_06-09-2023-06.30,Premium,100
746,Student,60000,04040,2023-09-06,17.489829521571725,0,03183_06-09-2023-18.30,18.5,21.333333333333332,Elige,58.9,24.36875,03143_06-09-2023-14.30,Básico,25.86640625
7460,Tourist,60000,71801,2023-09-06,23.279900481753153,12,03203_06-09-2023-20.40,20.666666666666668,23.916666666666668,Básico,22.75,51.13333333333334,03211_06-09-2023-21.10,Básico,51.44583333333333
7461,Business,60000,71801,2023-09-06,8.445894500344027,4,,,,,,,03063_06-09-2023-06.30,Premium,100
7462,Tourist,60000,71801,2023-09-06,0.9840729944430642,13,03211_06-09-2023-21.10,21.166666666666668,23.666666666666668,Básico,34.1,51.44583333333333,03211_06-09-2023-21.10,Básico,51.44583333333333
7463,Tourist,60000,71801,2023-09-06,16.790397611897834,8,03191_06-09-2023-19.00,19,22.583333333333332,Básico,107.35,48.49375,03211_06-09-2023-21.10,Básico,51.44583333333333
7464,Business,60000,71801,2023-09-06,8.377034381278452,6,03083_06-09-2023-08.30,8.5,11.25,Básico,56.85,81.2,03063_06-09-2023-06.30,Premium,100
7465,Business,60000,71801,2023-09-06,8.997308243522454,3,,,,,,,03063_06-09-2023-06.30,Premium,100
7466,Tourist,60000,71801,2023-09-06,5.359914368383489,11,03203_06-09-2023-20.40,20.666666666666668,23.916666666666668,Elige,34.1,51.13333333333334,03211_06-09-2023-21.10,Básico,51.44583333333333
7467,Tourist,60000,71801,2023-09-06,12.003318625507816,9,03191_06-09-2023-19.00,19,22.583333333333332,Básico,107.35,48.49375,03211_06-09-2023-21.10,Básico,51.44583333333333
7468,Business,60000,71801,2023-09-06,9.607228329376815,4,,,,,,,03063_06-09-2023-06.30,Premium,100
7469,Business,60000,71801,2023-09-06,9.289299914244015,3,,,,,,,03063_06-09-2023-06.30,Premium,100
747,Tourist,60000,04040,2023-09-06,16.115436061594856,13,03203_06-09-2023-20.40,20.666666666666668,23.916666666666668,Básico,36.8,51.13333333333334,03203_06-09-2023-20.40,Básico,51.13333333333334
7470,Student,60000,71801,2023-09-06,15.825513632553637,3,03151_06-09-2023-15.00,15,17.483333333333334,Básico,67.1,26.0203125,03151_06-09-2023-15.00,Básico,26.0203125
7471,Business,60000,71801,2023-09-06,8.352821429880358,6,03083_06-09-2023-08.30,8.5,11.25,Básico,56.85,81.2,03063_06-09-2023-06.30,Premium,100
7472,Tourist,60000,71801,2023-09-06,22.790799567686477,10,06309_06-09-2023-19.30,19.5,23.85,Básico,39,49.868125,03211_06-09-2023-21.10,Básico,51.44583333333333
7473,Business,60000,71801,2023-09-06,8.435793374424959,2,,,,,,,03063_06-09-2023-06.30,Premium,100
7474,Business,60000,71801,2023-09-06,6.525825670763904,2,,,,,,,03063_06-09-2023-06.30,Premium,100
7475,Business,60000,71801,2023-09-06,7.8784631227102295,6,03083_06-09-2023-08.30,8.5,11.25,Básico,56.85,81.2,03063_06-09-2023-06.30,Premium,100
7476,Business,60000,71801,2023-09-06,8.418975115904507,2,,,,,,,03063_06-09-2023-06.30,Premium,100
7477,Business,60000,71801,2023-09-06,8.35364456001136,4,,,,,,,03063_06-09-2023-06.30,Premium,100
7478,Tourist,60000,71801,2023-09-06,13.430519972767975,8,03191_06-09-2023-19.00,19,22.583333333333332,Básico,107.35,48.49375,03211_06-09-2023-21.10,Básico,51.44583333333333
7479,Tourist,60000,71801,2023-09-06,14.663694656020217,8,03191_06-09-2023-19.00,19,22.583333333333332,Básico,107.35,48.49375,03211_06-09-2023-21.10,Básico,51.44583333333333
748,Student,60000,04040,2023-09-06,20.56702673444942,2,03153_06-09-2023-15.30,15.5,18.7,Básico,58.9,25.5721875,03143_06-09-2023-14.30,Básico,25.86640625
7480,Tourist,60000,71801,2023-09-06,2.221596077901829,14,03211_06-09-2023-21.10,21.166666666666668,23.666666666666668,Básico,34.1,51.44583333333333,03211_06-09-2023-21.10,Básico,51.44583333333333
7481,Business,60000,71801,2023-09-06,9.010388816857413,4,,,,,,,03063_06-09-2023-06.30,Premium,100
7482,Business,60000,71801,2023-09-06,6.921457858783782,5,03081_06-09-2023-08.00,8,10.5,Básico,46.95,79,03063_06-09-2023-06.30,Premium,100
7483,Business,60000,71801,2023-09-06,6.177512544023853,6,03083_06-09-2023-08.30,8.5,11.25,Básico,56.85,81.2,03063_06-09-2023-06.30,Premium,100
7484,Business,60000,71801,2023-09-06,8.299941102172829,4,,,,,,,03063_06-09-2023-06.30,Premium,100
7485,Business,60000,71801,2023-09-06,7.619981974570413,6,03083_06-09-2023-08.30,8.5,11.25,Básico,56.85,81.2,03063_06-09-2023-06.30,Premium,100
7486,Business,60000,71801,2023-09-06,6.586212112149643,4,,,,,,,03063_06-09-2023-06.30,Premium,100
7487,Business,60000,71801,2023-09-06,7.092814317790543,5,03081_06-09-2023-08.00,8,10.5,Básico,46.95,79,03063_06-09-2023-06.30,Premium,100
7488,Student,60000,71801,2023-09-06,18.47341238758198,2,03151_06-09-2023-15.00,15,17.483333333333334,Elige,80.5,26.0203125,03151_06-09-2023-15.00,Básico,26.0203125
7489,Business,60000,71801,2023-09-06,7.97835043094333,3,,,,,,,03063_06-09-2023-06.30,Premium,100
749,Business,60000,04040,2023-09-06,7.907526192107839,3,,,,,,,03073_06-09-2023-07.30,Básico,98.6
7490,Business,60000,71801,2023-09-06,7.936255416452958,4,,,,,,,03063_06-09-2023-06.30,Premium,100
7491,Tourist,60000,71801,2023-09-06,18.27008138803356,1,03163_06-09-2023-16.30,16.5,20.466666666666665,Básico,79.6,45.1025,03211_06-09-2023-21.10,Básico,51.44583333333333
7492,Business,60000,71801,2023-09-06,8.550605626804744,2,,,,,,,03063_06-09-2023-06.30,Premium,100
7493,Business,60000,71801,2023-09-06,8.805305317392113,6,03083_06-09-2023-08.30,8.5,11.25,Básico,56.85,81.2,03063_06-09-2023-06.30,Premium,100
7494,Business,60000,71801,2023-09-06,7.776660418502991,4,,,,,,,03063_06-09-2023-06.30,Premium,100
7495,Business,60000,71801,2023-09-06,7.127737603660167,5,03081_06-09-2023-08.00,8,10.5,Básico,46.95,79,03063_06-09-2023-06.30,Premium,100
7496,Business,60000,71801,2023-09-06,7.571463097574052,6,03083_06-09-2023-08.30,8.5,11.25,Básico,56.85,81.2,03063_06-09-2023-06.30,Premium,100
7497,Tourist,60000,71801,2023-09-06,21.879709659904005,12,03203_06-09-2023-20.40,20.666666666666668,23.916666666666668,Básico,22.75,51.13333333333334,03211_06-09-2023-21.10,Básico,51.44583333333333
7498,Student,60000,71801,2023-09-06,15.974014076327503,2,03151_06-09-2023-15.00,15,17.483333333333334,Elige,80.5,26.0203125,03151_06-09-2023-15.00,Básico,26.0203125
7499,Business,60000,71801,2023-09-06,8.734091381653228,3,,,,,,,03063_06-09-2023-06.30,Premium,100
75,Business,60000,04040,2023-09-06,9.573471062307336,4,03063_06-09-2023-06.30,6.5,9.333333333333334,Premium,58.15,86.3,03073_06-09-2023-07.30,Básico,98.6
750,Student,60000,04040,2023-09-06,17.013680243855063,3,03143_06-09-2023-14.30,14.5,18.416666666666668,Básico,36.8,25.86640625,03143_06-09-2023-14.30,Básico,25.86640625
7500,Business,60000,71801,2023-09-06,7.647421568027508,3,,,,,,,03063_06-09-2023-06.30,Premium,100
7501,Tourist,60000,71801,2023-09-06,8.746001779185931,9,03191_06-09-2023-19.00,19,22.583333333333332,Básico,107.35,48.49375,03211_06-09-2023-21.10,Básico,51.44583333333333
7502,Business,60000,71801,2023-09-06,6.748536293046339,6,03083_06-09-2023-08.30,8.5,11.25,Básico,56.85,81.2,03063_06-09-2023-06.30,Premium,100
7503,Business,60000,71801,2023-09-06,7.747550714637255,6,03083_06-09-2023-08.30,8.5,11.25,Básico,56.85,81.2,03063_06-09-2023-06.30,Premium,100
7504,Business,60000,71801,2023-09-06,7.864018267501271,4,,,,,,,03063_06-09-2023-06.30,Premium,100
7505,Tourist,60000,71801,2023-09-06,13.393535198641295,2,03173_06-09-2023-17.30,17.5,20.7,Elige,79.6,46.01875,03211_06-09-2023-21.10,Básico,51.44583333333333
7506,Business,60000,71801,2023-09-06,7.530931234501996,3,,,,,,,03063_06-09-2023-06.30,Premium,100
7507,Business,60000,71801,2023-09-06,9.253904982589525,2,,,,,,,03063_06-09-2023-06.30,Premium,100
7508,Business,60000,71801,2023-09-06,7.78689212234292,2,,,,,,,03063_06-09-2023-06.30,Premium,100
7509,Student,60000,71801,2023-09-06,20.109947004091296,2,03151_06-09-2023-15.00,15,17.483333333333334,Elige,80.5,26.0203125,03151_06-09-2023-15.00,Básico,26.0203125
751,Student,60000,04040,2023-09-06,16.07590707211631,1,03153_06-09-2023-15.30,15.5,18.7,Elige,66.25,25.5721875,03143_06-09-2023-14.30,Básico,25.86640625
7510,Business,60000,71801,2023-09-06,7.389851845720863,6,03083_06-09-2023-08.30,8.5,11.25,Básico,56.85,81.2,03063_06-09-2023-06.30,Premium,100
7511,Business,60000,71801,2023-09-06,8.642320274076488,6,03083_06-09-2023-08.30,8.5,11.25,Básico,56.85,81.2,03063_06-09-2023-06.30,Premium,100
7512,Business,60000,71801,2023-09-06,7.77591449246939,6,03083_06-09-2023-08.30,8.5,11.25,Básico,56.85,81.2,03063_06-09-2023-06.30,Premium,100
7513,Business,60000,71801,2023-09-06,9.790458606454091,4,,,,,,,03063_06-09-2023-06.30,Premium,100
7514,Business,60000,71801,2023-09-06,7.060425682421127,3,,,,,,,03063_06-09-2023-06.30,Premium,100
7515,Business,60000,71801,2023-09-06,7.550791120731852,3,,,,,,,03063_06-09-2023-06.30,Premium,100
7516,Business,60000,71801,2023-09-06,7.832267954633628,3,,,,,,,03063_06-09-2023-06.30,Premium,100
7517,Tourist,60000,71801,2023-09-06,11.69401337662927,5,06307_06-09-2023-18.00,18,20.5,Básico,39,46.3,03211_06-09-2023-21.10,Básico,51.44583333333333
7518,Business,60000,71801,2023-09-06,9.956869556990982,5,03081_06-09-2023-08.00,8,10.5,Básico,46.95,79,03063_06-09-2023-06.30,Premium,100
7519,Business,60000,71801,2023-09-06,8.554017357003216,5,03081_06-09-2023-08.00,8,10.5,Básico,46.95,79,03063_06-09-2023-06.30,Premium,100
752,Student,60000,04040,2023-09-06,20.19083447304492,1,03163_06-09-2023-16.30,16.5,20.466666666666665,Básico,58.9,24.913125,03143_06-09-2023-14.30,Básico,25.86640625
7520,Business,60000,71801,2023-09-06,6.465566285660524,3,,,,,,,03063_06-09-2023-06.30,Premium,100
7521,Business,60000,71801,2023-09-06,7.089454743981888,5,03081_06-09-2023-08.00,8,10.5,Básico,46.95,79,03063_06-09-2023-06.30,Premium,100
7522,Tourist,60000,71801,2023-09-06,14.655674829946085,4,06307_06-09-2023-18.00,18,20.5,Básico,39,46.3,03211_06-09-2023-21.10,Básico,51.44583333333333
7523,Business,60000,71801,2023-09-06,8.111136741305371,3,,,,,,,03063_06-09-2023-06.30,Premium,100
7524,Business,60000,71801,2023-09-06,7.91631003467236,4,,,,,,,03063_06-09-2023-06.30,Premium,100
7525,Business,60000,71801,2023-09-06,8.447026994700918,6,03083_06-09-2023-08.30,8.5,11.25,Básico,56.85,81.2,03063_06-09-2023-06.30,Premium,100
7526,Business,60000,71801,2023-09-06,10.73555272627907,5,03081_06-09-2023-08.00,8,10.5,Básico,46.95,79,03063_06-09-2023-06.30,Premium,100
7527,Business,60000,71801,2023-09-06,7.048532907681667,5,03081_06-09-2023-08.00,8,10.5,Básico,46.95,79,03063_06-09-2023-06.30,Premium,100
7528,Business,60000,71801,2023-09-06,7.443953668979409,2,,,,,,,03063_06-09-2023-06.30,Premium,100
7529,Business,60000,71801,2023-09-06,7.871085524381152,6,03083_06-09-2023-08.30,8.5,11.25,Básico,56.85,81.2,03063_06-09-2023-06.30,Premium,100
753,Student,60000,04040,2023-09-06,17.2512526109109,2,03153_06-09-2023-15.30,15.5,18.7,Básico,58.9,25.5721875,03143_06-09-2023-14.30,Básico,25.86640625
7530,Business,60000,71801,2023-09-06,7.188726048047365,4,,,,,,,03063_06-09-2023-06.30,Premium,100
7531,Tourist,60000,71801,2023-09-06,9.519930580325497,10,06309_06-09-2023-19.30,19.5,23.85,Básico,39,49.868125,03211_06-09-2023-21.10,Básico,51.44583333333333
7532,Student,60000,71801,2023-09-06,14.16132862975537,2,03151_06-09-2023-15.00,15,17.483333333333334,Elige,80.5,26.0203125,03151_06-09-2023-15.00,Básico,26.0203125
7533,Tourist,60000,71801,2023-09-06,14.065428244899817,2,03173_06-09-2023-17.30,17.5,20.7,Elige,79.6,46.01875,03211_06-09-2023-21.10,Básico,51.44583333333333
7534,Business,60000,71801,2023-09-06,8.059890846877204,5,03081_06-09-2023-08.00,8,10.5,Básico,46.95,79,03063_06-09-2023-06.30,Premium,100
7535,Business,60000,71801,2023-09-06,8.157837683658313,5,03081_06-09-2023-08.00,8,10.5,Básico,46.95,79,03063_06-09-2023-06.30,Premium,100
7536,Student,60000,71801,2023-09-06,18.393533253660106,3,03151_06-09-2023-15.00,15,17.483333333333334,Básico,67.1,26.0203125,03151_06-09-2023-15.00,Básico,26.0203125
7537,Business,60000,71801,2023-09-06,8.691107666609616,3,,,,,,,03063_06-09-2023-06.30,Premium,100
7538,Business,60000,71801,2023-09-06,7.39150253910748,4,,,,,,,03063_06-09-2023-06.30,Premium,100
7539,Student,60000,71801,2023-09-06,17.966621951543896,3,03151_06-09-2023-15.00,15,17.483333333333334,Básico,67.1,26.0203125,03151_06-09-2023-15.00,Básico,26.0203125
754,Tourist,60000,04040,2023-09-06,8.03856274074287,7,06309_06-09-2023-19.30,19.5,23.85,Básico,39,49.868125,03203_06-09-2023-20.40,Básico,51.13333333333334
7540,Tourist,60000,71801,2023-09-06,6.9325744656254535,9,03191_06-09-2023-19.00,19,22.583333333333332,Básico,107.35,48.49375,03211_06-09-2023-21.10,Básico,51.44583333333333
7541,Business,60000,71801,2023-09-06,7.696858171469325,6,03083_06-09-2023-08.30,8.5,11.25,Básico,56.85,81.2,03063_06-09-2023-06.30,Premium,100
7542,Tourist,60000,71801,2023-09-06,16.686495218395663,14,03211_06-09-2023-21.10,21.166666666666668,23.666666666666668,Básico,34.1,51.44583333333333,03211_06-09-2023-21.10,Básico,51.44583333333333
7543,Business,60000,71801,2023-09-06,8.059092782400322,4,,,,,,,03063_06-09-2023-06.30,Premium,100
7544,Tourist,60000,71801,2023-09-06,9.838704151244729,14,03211_06-09-2023-21.10,21.166666666666668,23.666666666666668,Básico,34.1,51.44583333333333,03211_06-09-2023-21.10,Básico,51.44583333333333
7545,Business,60000,71801,2023-09-06,7.769961958403095,4,,,,,,,03063_06-09-2023-06.30,Premium,100
7546,Tourist,60000,71801,2023-09-06,4.997700268351419,10,06309_06-09-2023-19.30,19.5,23.85,Básico,39,49.868125,03211_06-09-2023-21.10,Básico,51.44583333333333
7547,Tourist,60000,71801,2023-09-06,15.967944423380985,7,03183_06-09-2023-18.30,18.5,21.333333333333332,Básico,68.2,47.225,03211_06-09-2023-21.10,Básico,51.44583333333333
7548,Tourist,60000,71801,2023-09-06,12.401567143050574,12,03203_06-09-2023-20.40,20.666666666666668,23.916666666666668,Básico,22.75,51.13333333333334,03211_06-09-2023-21.10,Básico,51.44583333333333
7549,Tourist,60000,71801,2023-09-06,12.606903456931892,6,03183_06-09-2023-18.30,18.5,21.333333333333332,Básico,68.2,47.225,03211_06-09-2023-21.10,Básico,51.44583333333333
755,Student,60000,04040,2023-09-06,17.557644349502468,3,03143_06-09-2023-14.30,14.5,18.416666666666668,Básico,36.8,25.86640625,03143_06-09-2023-14.30,Básico,25.86640625
7550,Business,60000,71801,2023-09-06,8.315161721052437,3,,,,,,,03063_06-09-2023-06.30,Premium,100
7551,Business,60000,71801,2023-09-06,8.390592086335612,4,,,,,,,03063_06-09-2023-06.30,Premium,100
7552,Tourist,60000,71801,2023-09-06,7.791658163531033,9,03191_06-09-2023-19.00,19,22.583333333333332,Básico,107.35,48.49375,03211_06-09-2023-21.10,Básico,51.44583333333333
7553,Business,60000,71801,2023-09-06,8.4230884990657,5,03081_06-09-2023-08.00,8,10.5,Básico,46.95,79,03063_06-09-2023-06.30,Premium,100
7554,Business,60000,71801,2023-09-06,8.354030753275902,5,03081_06-09-2023-08.00,8,10.5,Básico,46.95,79,03063_06-09-2023-06.30,Premium,100
7555,Tourist,60000,71801,2023-09-06,18.322852149394336,10,06309_06-09-2023-19.30,19.5,23.85,Básico,39,49.868125,03211_06-09-2023-21.10,Básico,51.44583333333333
7556,Tourist,60000,71801,2023-09-06,8.472718616690027,13,03211_06-09-2023-21.10,21.166666666666668,23.666666666666668,Básico,34.1,51.44583333333333,03211_06-09-2023-21.10,Básico,51.44583333333333
7557,Business,60000,71801,2023-09-06,7.992860885645578,5,03081_06-09-2023-08.00,8,10.5,Básico,46.95,79,03063_06-09-2023-06.30,Premium,100
7558,Business,60000,71801,2023-09-06,8.455428443930684,3,,,,,,,03063_06-09-2023-06.30,Premium,100
7559,Business,60000,71801,2023-09-06,7.67798574114081,6,03083_06-09-2023-08.30,8.5,11.25,Básico,56.85,81.2,03063_06-09-2023-06.30,Premium,100
756,Business,60000,04040,2023-09-06,8.27204687774038,4,03063_06-09-2023-06.30,6.5,9.333333333333334,Básico,29.45,80,03073_06-09-2023-07.30,Básico,98.6
7560,Business,60000,71801,2023-09-06,8.81098836880455,2,,,,,,,03063_06-09-2023-06.30,Premium,100
7561,Business,60000,71801,2023-09-06,8.871438291046172,6,03083_06-09-2023-08.30,8.5,11.25,Básico,56.85,81.2,03063_06-09-2023-06.30,Premium,100
7562,Tourist,60000,71801,2023-09-06,14.527034722776865,5,06307_06-09-2023-18.00,18,20.5,Básico,39,46.3,03211_06-09-2023-21.10,Básico,51.44583333333333
7563,Business,60000,71801,2023-09-06,7.4729474711422,2,,,,,,,03063_06-09-2023-06.30,Premium,100
7564,Tourist,60000,71801,2023-09-06,4.583980535982674,8,03191_06-09-2023-19.00,19,22.583333333333332,Básico,107.35,48.49375,03211_06-09-2023-21.10,Básico,51.44583333333333
7565,Tourist,60000,71801,2023-09-06,5.1433824563603405,7,03183_06-09-2023-18.30,18.5,21.333333333333332,Básico,68.2,47.225,03211_06-09-2023-21.10,Básico,51.44583333333333
7566,Business,60000,71801,2023-09-06,8.27781679938895,3,,,,,,,03063_06-09-2023-06.30,Premium,100
7567,Business,60000,71801,2023-09-06,6.9366366737726874,2,,,,,,,03063_06-09-2023-06.30,Premium,100
7568,Student,60000,71801,2023-09-06,17.686428513299813,3,03151_06-09-2023-15.00,15,17.483333333333334,Básico,67.1,26.0203125,03151_06-09-2023-15.00,Básico,26.0203125
7569,Tourist,60000,71801,2023-09-06,22.460582374331953,7,03183_06-09-2023-18.30,18.5,21.333333333333332,Básico,68.2,47.225,03211_06-09-2023-21.10,Básico,51.44583333333333
757,Student,60000,04040,2023-09-06,22.088699519042386,2,03153_06-09-2023-15.30,15.5,18.7,Básico,58.9,25.5721875,03143_06-09-2023-14.30,Básico,25.86640625
7570,Business,60000,71801,2023-09-06,8.334506083272732,4,,,,,,,03063_06-09-2023-06.30,Premium,100
7571,Tourist,60000,71801,2023-09-06,5.941958887801121,10,06309_06-09-2023-19.30,19.5,23.85,Básico,39,49.868125,03211_06-09-2023-21.10,Básico,51.44583333333333
7572,Business,60000,71801,2023-09-06,6.609363278930321,6,03083_06-09-2023-08.30,8.5,11.25,Básico,56.85,81.2,03063_06-09-2023-06.30,Premium,100
7573,Business,60000,71801,2023-09-06,7.343342639315999,2,,,,,,,03063_06-09-2023-06.30,Premium,100
7574,Tourist,60000,71801,2023-09-06,18.748899174892223,3,03173_06-09-2023-17.30,17.5,20.7,Básico,68.2,46.01875,03211_06-09-2023-21.10,Básico,51.44583333333333
7575,Business,60000,71801,2023-09-06,8.227797644899383,2,,,,,,,03063_06-09-2023-06.30,Premium,100
7576,Business,60000,71801,2023-09-06,8.431277490244808,4,,,,,,,03063_06-09-2023-06.30,Premium,100
7577,Business,60000,71801,2023-09-06,8.816266895821503,4,,,,,,,03063_06-09-2023-06.30,Premium,100
7578,Tourist,60000,71801,2023-09-06,11.682310279284028,9,03191_06-09-2023-19.00,19,22.583333333333332,Básico,107.35,48.49375,03211_06-09-2023-21.10,Básico,51.44583333333333
7579,Student,60000,71801,2023-09-06,17.934295323284815,3,03151_06-09-2023-15.00,15,17.483333333333334,Básico,67.1,26.0203125,03151_06-09-2023-15.00,Básico,26.0203125
758,Business,60000,04040,2023-09-06,6.464764905215066,3,,,,,,,03073_06-09-2023-07.30,Básico,98.6
7580,Business,60000,71801,2023-09-06,7.808763447368391,6,03083_06-09-2023-08.30,8.5,11.25,Básico,56.85,81.2,03063_06-09-2023-06.30,Premium,100
7581,Tourist,60000,71801,2023-09-06,21.744907741374362,10,06309_06-09-2023-19.30,19.5,23.85,Básico,39,49.868125,03211_06-09-2023-21.10,Básico,51.44583333333333
7582,Business,60000,71801,2023-09-06,7.398966816992287,5,03081_06-09-2023-08.00,8,10.5,Básico,46.95,79,03063_06-09-2023-06.30,Premium,100
7583,Tourist,60000,71801,2023-09-06,20.616391849219276,2,03173_06-09-2023-17.30,17.5,20.7,Elige,79.6,46.01875,03211_06-09-2023-21.10,Básico,51.44583333333333
7584,Business,60000,71801,2023-09-06,10.989805676494523,3,,,,,,,03063_06-09-2023-06.30,Premium,100
7585,Student,60000,71801,2023-09-06,22.658339312109383,3,03151_06-09-2023-15.00,15,17.483333333333334,Básico,67.1,26.0203125,03151_06-09-2023-15.00,Básico,26.0203125
7586,Business,60000,71801,2023-09-06,8.808692273354584,3,,,,,,,03063_06-09-2023-06.30,Premium,100
7587,Business,60000,71801,2023-09-06,7.909379080949369,2,,,,,,,03063_06-09-2023-06.30,Premium,100
7588,Business,60000,71801,2023-09-06,7.3762639105828836,2,,,,,,,03063_06-09-2023-06.30,Premium,100
7589,Business,60000,71801,2023-09-06,7.491734422834638,4,,,,,,,03063_06-09-2023-06.30,Premium,100
759,Tourist,60000,04040,2023-09-06,10.842666728485376,5,06309_06-09-2023-19.30,19.5,23.85,Básico,39,49.868125,03203_06-09-2023-20.40,Básico,51.13333333333334
7590,Tourist,60000,71801,2023-09-06,0.6372201593293063,14,03211_06-09-2023-21.10,21.166666666666668,23.666666666666668,Básico,34.1,51.44583333333333,03211_06-09-2023-21.10,Básico,51.44583333333333
7591,Business,60000,71801,2023-09-06,6.382457242190415,6,03083_06-09-2023-08.30,8.5,11.25,Básico,56.85,81.2,03063_06-09-2023-06.30,Premium,100
7592,Tourist,60000,71801,2023-09-06,19.926156345132107,11,03203_06-09-2023-20.40,20.666666666666668,23.916666666666668,Elige,34.1,51.13333333333334,03211_06-09-2023-21.10,Básico,51.44583333333333
7593,Business,60000,71801,2023-09-06,7.8367669518185545,3,,,,,,,03063_06-09-2023-06.30,Premium,100
7594,Business,60000,71801,2023-09-06,8.89378320697989,2,,,,,,,03063_06-09-2023-06.30,Premium,100
7595,Business,60000,71801,2023-09-06,6.690675848817703,4,,,,,,,03063_06-09-2023-06.30,Premium,100
7596,Student,60000,71801,2023-09-06,14.587156707570674,1,03161_06-09-2023-16.00,16,18.5,Básico,46.95,25.51875,03151_06-09-2023-15.00,Básico,26.0203125
7597,Student,60000,71801,2023-09-06,18.166999799647403,2,03151_06-09-2023-15.00,15,17.483333333333334,Elige,80.5,26.0203125,03151_06-09-2023-15.00,Básico,26.0203125
7598,Business,60000,71801,2023-09-06,7.284282396783856,2,,,,,,,03063_06-09-2023-06.30,Premium,100
7599,Business,60000,71801,2023-09-06,8.386460075586095,5,03081_06-09-2023-08.00,8,10.5,Básico,46.95,79,03063_06-09-2023-06.30,Premium,100
76,Student,60000,04040,2023-09-06,18.827474737227398,1,03153_06-09-2023-15.30,15.5,18.7,Básico,58.9,25.5721875,03143_06-09-2023-14.30,Básico,25.86640625
